"統計年月","縣市","行政區域","售電量度數"
"201603","台北市","松山區民福里",1758169
"201603","台北市","松山區民有里",3000848
"201603","台北市","松山區鵬程里",1115318
"201603","台北市","松山區三民里",1705700
"201603","台北市","松山區松基里",1686722
"201603","台北市","松山區新東里",1207744
"201603","台北市","松山區新聚里",2362450
"201603","台北市","松山區新益里",1040578
"201603","台北市","松山區中華里",1801761
"201603","台北市","松山區中崙里",1019456
"201603","台北市","松山區中正里",2766757
"201603","台北市","松山區莊敬里",1076437
"201603","台北市","松山區自強里",1802105
"201603","台北市","萬華區保德里",775451
"201603","台北市","萬華區菜園里",1369562
"201603","台北市","萬華區頂碩里",1575691
"201603","台北市","萬華區福星里",1625729
"201603","台北市","萬華區福音里",857943
"201603","台北市","萬華區富福里",1059503
"201603","台北市","萬華區富民里",1358558
"201603","台北市","萬華區和德里",1475693
"201603","台北市","萬華區和平里",1429830
"201603","台北市","萬華區華江里",1701601
"201603","台北市","萬華區華中里",1417039
"201603","台北市","萬華區錦德里",1202461
"201603","台北市","萬華區凌霄里",703214
"201603","台北市","萬華區柳鄉里",1100318
"201603","台北市","萬華區綠堤里",778761
"201603","台北市","萬華區銘德里",980495
"201603","台北市","萬華區青山里",1857217
"201603","台北市","萬華區全德里",869449
"201603","台北市","萬華區仁德里",1378118
"201603","台北市","萬華區日善里",810039
"201603","台北市","萬華區日祥里",1199957
"201603","台北市","萬華區榮德里",850160
"201603","台北市","萬華區壽德里",1076756
"201603","台北市","萬華區雙園里",988021
"201603","台北市","萬華區糖廍里",1309963
"201603","台北市","萬華區騰雲里",621070
"201603","台北市","萬華區萬壽里",1301173
"201603","台北市","萬華區西門里",1376186
"201603","台北市","萬華區孝德里",720861
"201603","台北市","萬華區新安里",1017084
"201603","台北市","萬華區新和里",1589059
"201603","台北市","萬華區新起里",2071288
"201603","台北市","萬華區新忠里",672742
"201603","台北市","萬華區興德里",1022240
"201603","台北市","萬華區忠德里",912397
"201603","台北市","萬華區忠貞里",889318
"201603","台北市","文山區博嘉里",1503867
"201603","台北市","文山區華興里",2388449
"201603","台北市","文山區景東里",1334758
"201603","台北市","文山區景華里",1172296
"201603","台北市","文山區景美里",810342
"201603","台北市","文山區景慶里",899231
"201603","台北市","文山區景仁里",869716
"201603","台北市","文山區景行里",1644031
"201603","台北市","文山區老泉里",192081
"201603","台北市","文山區明興里",1433057
"201603","台北市","文山區明義里",784563
"201603","台北市","文山區木柵里",2309438
"201603","台北市","文山區木新里",1923668
"201603","台北市","文山區試院里",1662585
"201603","台北市","文山區順興里",1469640
"201603","台北市","文山區萬芳里",2024631
"201603","台北市","文山區萬和里",863395
"201603","台北市","文山區萬隆里",1289350
"201603","台北市","文山區萬美里",1900820
"201603","台北市","文山區萬年里",1089795
"201603","台北市","文山區萬盛里",1111440
"201603","台北市","文山區萬祥里",957164
"201603","台北市","文山區萬興里",2123144
"201603","台北市","文山區萬有里",1091185
"201603","台北市","文山區興安里",1635702
"201603","台北市","文山區興邦里",977941
"201603","台北市","文山區興昌里",1604549
"201603","台北市","文山區興得里",1451692
"201603","台北市","文山區興豐里",1004527
"201603","台北市","文山區興福里",1071872
"201603","台北市","文山區興光里",981727
"201603","台北市","文山區興家里",1514728
"201603","台北市","文山區興泰里",969087
"201603","台北市","文山區興旺里",1611395
"201603","台北市","文山區興業里",1324194
"201603","台北市","文山區樟腳里",1228480
"201603","台北市","文山區樟林里",1174458
"201603","台北市","文山區樟樹里",981036
"201603","台北市","文山區樟文里",1329776
"201603","台北市","文山區樟新里",1203858
"201603","台北市","文山區政大里",2390210
"201603","台北市","文山區指南里",1022131
"201603","台北市","文山區忠順里",1100155
"201603","台北市","信義區安康里",4204999
"201603","台北市","信義區大道里",1499589
"201603","台北市","信義區大仁里",847669
"201603","台北市","信義區敦厚里",1351202
"201603","台北市","信義區富台里",1102774
"201603","台北市","信義區廣居里",1804776
"201603","台北市","信義區國業里",1657627
"201603","台北市","信義區惠安里",1420873
"201603","台北市","信義區嘉興里",823473
"201603","台北市","信義區景聯里",1237846
"201603","台北市","信義區景勤里",930189
"201603","台北市","信義區景新里",1659727
"201603","台北市","信義區黎安里",228413
"201603","台北市","信義區黎平里",1907067
"201603","台北市","信義區黎順里",1170304
"201603","台北市","信義區黎忠里",1063226
"201603","台北市","信義區六合里",1868125
"201603","台北市","信義區六藝里",820911
"201603","台北市","信義區三犁里",1682204
"201603","台北市","信義區三張里",2274080
"201603","台北市","信義區雙和里",1677579
"201603","台北市","信義區四維里",1128766
"201603","台北市","信義區四育里",1255304
"201603","台北市","信義區松光里",1183375
"201603","台北市","信義區松隆里",499445
"201603","台北市","信義區松友里",1307412
"201603","台北市","信義區泰和里",1774394
"201603","台北市","信義區五常里",951286
"201603","台北市","信義區五全里",1178698
"201603","台北市","信義區西村里",772452
"201603","台北市","信義區新仁里",1059583
"201603","台北市","信義區興隆里",860668
"201603","台北市","信義區興雅里",1521234
"201603","台北市","信義區雅祥里",1112275
"201603","台北市","信義區永春里",1226895
"201603","台北市","信義區永吉里",989494
"201603","台北市","信義區長春里",1233667
"201603","台北市","信義區正和里",1080453
"201603","台北市","信義區中坡里",1001675
"201603","台北市","信義區中行里",1605138
"201603","台北市","信義區中興里",1335799
"201603","台北市","中山區北安里",572892
"201603","台北市","中山區成功里",3187124
"201603","台北市","中山區大佳里",194424
"201603","台北市","中山區大直里",2344057
"201603","台北市","中山區復華里",1757866
"201603","台北市","中山區恆安里",1964157
"201603","台北市","中山區集英里",2274256
"201603","台北市","中山區劍潭里",896622
"201603","台北市","中山區江寧里",1995085
"201603","台北市","中山區江山里",2088185
"201603","台北市","中山區金泰里",2788522
"201603","台北市","中山區聚盛里",1848371
"201603","台北市","中山區聚葉里",1378251
"201603","台北市","中山區康樂里",1214144
"201603","台北市","中山區力行里",2451913
"201603","台北市","中山區龍洲里",1097402
"201603","台北市","中山區民安里",1804317
"201603","台北市","中山區埤頭里",891365
"201603","台北市","中山區晴光里",2164450
"201603","台北市","中山區松江里",1974919
"201603","台北市","中山區下埤里",1898823
"201603","台北市","中山區新福里",1500754
"201603","台北市","中山區新生里",1651353
"201603","台北市","中山區新喜里",1274604
"201603","台北市","中山區新庄里",1239812
"201603","台北市","中山區行仁里",1778760
"201603","台北市","中山區行孝里",924514
"201603","台北市","中山區行政里",1550254
"201603","台北市","中山區興亞里",1985026
"201603","台北市","中山區永安里",2590031
"201603","台北市","中山區圓山里",1318770
"201603","台北市","中山區正得里",1777521
"201603","台北市","中山區正守里",985179
"201603","台北市","中山區正義里",2327609
"201603","台北市","中山區中吉里",1821286
"201603","台北市","中山區中山里",2639700
"201603","台北市","中山區中央里",1175426
"201603","台北市","中山區中原里",1572428
"201603","台北市","中山區中庄里",1642422
"201603","台北市","中山區朱馥里",1591090
"201603","台北市","中山區朱崙里",942526
"201603","台北市","中山區朱園里",1876855
"201603","台北市","中正區愛國里",645460
"201603","台北市","中正區板溪里",1092713
"201603","台北市","中正區頂東里",1572592
"201603","台北市","中正區東門里",931102
"201603","台北市","中正區富水里",479681
"201603","台北市","中正區光復里",1865590
"201603","台北市","中正區河堤里",1253616
"201603","台北市","中正區建國里",346358
"201603","台北市","中正區黎明里",1827924
"201603","台北市","中正區林興里",1174991
"201603","台北市","中正區龍福里",1112144
"201603","台北市","中正區龍光里",649194
"201603","台北市","中正區龍興里",570980
"201603","台北市","中正區梅花里",1485325
"201603","台北市","中正區南福里",2367800
"201603","台北市","中正區南門里",620563
"201603","台北市","中正區三愛里",2458918
"201603","台北市","中正區廈安里",704927
"201603","台北市","中正區水源里",1095799
"201603","台北市","中正區網溪里",1405777
"201603","台北市","中正區文北里",1766059
"201603","台北市","中正區文盛里",828067
"201603","台北市","中正區文祥里",1626692
"201603","台北市","中正區新營里",1850302
"201603","台北市","中正區幸福里",1558521
"201603","台北市","中正區幸市里",1726014
"201603","台北市","中正區螢圃里",1386712
"201603","台北市","中正區螢雪里",1068023
"201603","台北市","中正區永昌里",1100227
"201603","台北市","中正區永功里",1259867
"201603","台北市","中正區忠勤里",1205870
"201605","台北市","北投區八仙里",1435300
"201605","台北市","北投區大同里",1542140
"201605","台北市","北投區大屯里",372749
"201605","台北市","北投區稻香里",1118092
"201605","台北市","北投區東華里",1099533
"201605","台北市","北投區豐年里",852763
"201605","台北市","北投區福興里",1588613
"201605","台北市","北投區關渡里",2690292
"201605","台北市","北投區湖山里",528651
"201605","台北市","北投區湖田里",220453
"201605","台北市","北投區吉利里",1473565
"201605","台北市","北投區吉慶里",1264987
"201605","台北市","北投區建民里",1096250
"201605","台北市","北投區開明里",1328936
"201605","台北市","北投區立農里",2173950
"201605","台北市","北投區立賢里",1447423
"201605","台北市","北投區林泉里",793201
"201605","台北市","北投區奇岩里",2336506
"201605","台北市","北投區清江里",1960313
"201605","台北市","北投區泉源里",672148
"201605","台北市","北投區榮光里",1570572
"201605","台北市","北投區榮華里",2338838
"201605","台北市","北投區石牌里",1797498
"201605","台北市","北投區桃源里",1145299
"201605","台北市","北投區溫泉里",1419724
"201605","台北市","北投區文化里",759566
"201605","台北市","北投區文林里",1304741
"201605","台北市","北投區秀山里",722750
"201605","台北市","北投區一德里",1798969
"201605","台北市","北投區永和里",3189442
"201605","台北市","北投區永明里",1309080
"201605","台北市","北投區永欣里",2265674
"201605","台北市","北投區裕民里",2271322
"201605","台北市","北投區長安里",1282714
"201605","台北市","北投區振華里",2108443
"201605","台北市","北投區智仁里",931082
"201605","台北市","北投區中和里",1420023
"201605","台北市","北投區中心里",1506332
"201605","台北市","北投區中央里",2851446
"201605","台北市","北投區中庸里",669243
"201605","台北市","北投區洲美里",226000
"201605","台北市","北投區尊賢里",1101294
"201605","台北市","大安區昌隆里",944985
"201605","台北市","大安區車層里",2295566
"201605","台北市","大安區誠安里",1533520
"201605","台北市","大安區大學里",2245094
"201605","台北市","大安區德安里",2260887
"201605","台北市","大安區敦安里",2183587
"201605","台北市","大安區敦煌里",1968857
"201605","台北市","大安區法治里",1271950
"201605","台北市","大安區芳和里",1573086
"201605","台北市","大安區福住里",1517568
"201605","台北市","大安區古風里",1229625
"201605","台北市","大安區古莊里",2170244
"201605","台北市","大安區光明里",1069368
"201605","台北市","大安區光武里",2939190
"201605","台北市","大安區光信里",2853090
"201605","台北市","大安區和安里",1884501
"201605","台北市","大安區虎嘯里",1688711
"201605","台北市","大安區華聲里",1703996
"201605","台北市","大安區建安里",2194991
"201605","台北市","大安區建倫里",2747678
"201605","台北市","大安區錦安里",1628530
"201605","台北市","大安區錦華里",1288803
"201605","台北市","大安區錦泰里",623441
"201605","台北市","大安區黎和里",1216442
"201605","台北市","大安區黎孝里",2125758
"201605","台北市","大安區黎元里",1284722
"201605","台北市","大安區臨江里",1233576
"201605","台北市","大安區龍安里",1742134
"201605","台北市","大安區龍門里",1198119
"201605","台北市","大安區龍坡里",802995
"201605","台北市","大安區龍泉里",1312569
"201605","台北市","大安區龍生里",1552829
"201605","台北市","大安區龍圖里",1998943
"201605","台北市","大安區龍淵里",1893800
"201605","台北市","大安區龍雲里",1777768
"201605","台北市","大安區龍陣里",1092600
"201605","台北市","大安區民輝里",2812148
"201605","台北市","大安區民炤里",2951810
"201605","台北市","大安區全安里",1531002
"201605","台北市","大安區群賢里",2199245
"201605","台北市","大安區群英里",1704449
"201605","台北市","大安區仁愛里",3247464
"201605","台北市","大安區仁慈里",1969348
"201605","台北市","大安區通安里",1588754
"201605","台北市","大安區通化里",1928883
"201605","台北市","大安區臥龍里",643639
"201605","台北市","大安區新龍里",1406551
"201605","台北市","大安區學府里",518011
"201605","台北市","大安區義安里",1962503
"201605","台北市","大安區義村里",1562251
"201605","台北市","大安區永康里",1278148
"201605","台北市","大安區正聲里",2034744
"201605","台北市","大安區住安里",1895593
"201605","台北市","大同區保安里",954468
"201605","台北市","大同區朝陽里",1281176
"201605","台北市","大同區大有里",1537655
"201605","台北市","大同區光能里",1049376
"201605","台北市","大同區國慶里",1174136
"201605","台北市","大同區國順里",624054
"201605","台北市","大同區建功里",1374601
"201605","台北市","大同區建明里",1888625
"201605","台北市","大同區建泰里",1678559
"201605","台北市","大同區景星里",689348
"201605","台北市","大同區老師里",1063072
"201605","台北市","大同區鄰江里",1260082
"201605","台北市","大同區隆和里",875796
"201605","台北市","大同區民權里",1542820
"201605","台北市","大同區南芳里",1121027
"201605","台北市","大同區蓬萊里",1377268
"201605","台北市","大同區雙連里",2039061
"201605","台北市","大同區斯文里",1481783
"201605","台北市","大同區星明里",1762356
"201605","台北市","大同區延平里",1302792
"201605","台北市","大同區揚雅里",871938
"201605","台北市","大同區永樂里",1679432
"201605","台北市","大同區玉泉里",902362
"201605","台北市","大同區至聖里",2041399
"201605","台北市","大同區重慶里",1333705
"201605","台北市","南港區百福里",1031523
"201605","台北市","南港區成福里",1537550
"201605","台北市","南港區東明里",1129269
"201605","台北市","南港區東新里",1367175
"201605","台北市","南港區合成里",1610982
"201605","台北市","南港區鴻福里",961737
"201605","台北市","南港區九如里",1413365
"201605","台北市","南港區舊莊里",1627231
"201605","台北市","南港區聯成里",1056406
"201605","台北市","南港區南港里",2250477
"201605","台北市","南港區仁福里",1140437
"201605","台北市","南港區三重里",1965115
"201605","台北市","南港區萬福里",977572
"201605","台北市","南港區西新里",1033719
"201605","台北市","南港區新富里",828394
"201605","台北市","南港區新光里",899664
"201605","台北市","南港區玉成里",1230785
"201605","台北市","南港區中南里",660818
"201605","台北市","南港區中研里",1519861
"201605","台北市","南港區重陽里",1554913
"201605","台北市","內湖區安湖里",1402177
"201605","台北市","內湖區安泰里",1038189
"201605","台北市","內湖區寶湖里",3603077
"201605","台北市","內湖區碧山里",1566808
"201605","台北市","內湖區大湖里",1770139
"201605","台北市","內湖區東湖里",1459360
"201605","台北市","內湖區港都里",1336118
"201605","台北市","內湖區港富里",2025771
"201605","台北市","內湖區港華里",1888147
"201605","台北市","內湖區港墘里",2048153
"201605","台北市","內湖區湖濱里",2193603
"201605","台北市","內湖區湖興里",1850510
"201605","台北市","內湖區湖元里",3190295
"201605","台北市","內湖區葫洲里",1832162
"201605","台北市","內湖區金湖里",3573824
"201605","台北市","內湖區金龍里",1262245
"201605","台北市","內湖區金瑞里",1289238
"201605","台北市","內湖區康寧里",2330240
"201605","台北市","內湖區樂康里",1508198
"201605","台北市","內湖區麗山里",1607944
"201605","台北市","內湖區蘆洲里",330284
"201605","台北市","內湖區明湖里",1107727
"201605","台北市","內湖區南湖里",1212239
"201605","台北市","內湖區內溝里",942029
"201605","台北市","內湖區內湖里",1389099
"201605","台北市","內湖區清白里",2720639
"201605","台北市","內湖區瑞光里",979121
"201605","台北市","內湖區瑞陽里",1768742
"201605","台北市","內湖區石潭里",1984766
"201605","台北市","內湖區五分里",1950181
"201605","台北市","內湖區西安里",1512000
"201605","台北市","內湖區西湖里",2452365
"201605","台北市","內湖區西康里",2992443
"201605","台北市","內湖區行善里",1598080
"201605","台北市","內湖區秀湖里",1544707
"201605","台北市","內湖區週美里",2370272
"201605","台北市","內湖區紫星里",1742402
"201605","台北市","內湖區紫陽里",1848539
"201605","台北市","內湖區紫雲里",1292358
"201605","台北市","士林區百齡里",1284782
"201605","台北市","士林區承德里",1815902
"201605","台北市","士林區翠山里",647356
"201605","台北市","士林區德華里",1566609
"201605","台北市","士林區德行里",1417050
"201605","台北市","士林區東山里",1566279
"201605","台北市","士林區福安里",824054
"201605","台北市","士林區福德里",1702064
"201605","台北市","士林區福華里",1198662
"201605","台北市","士林區福佳里",2066952
"201605","台北市","士林區福林里",1015406
"201605","台北市","士林區福順里",1139943
"201605","台北市","士林區福志里",1970159
"201605","台北市","士林區福中里",1439058
"201605","台北市","士林區富光里",1092169
"201605","台北市","士林區富洲里",949556
"201605","台北市","士林區公館里",514182
"201605","台北市","士林區後港里",1857448
"201605","台北市","士林區葫東里",876406
"201605","台北市","士林區葫蘆里",1350924
"201605","台北市","士林區菁山里",564323
"201605","台北市","士林區舊佳里",1463662
"201605","台北市","士林區蘭興里",2081186
"201605","台北市","士林區蘭雅里",2530025
"201605","台北市","士林區臨溪里",1459258
"201605","台北市","士林區名山里",1810375
"201605","台北市","士林區明勝里",1103914
"201605","台北市","士林區平等里",373192
"201605","台北市","士林區前港里",1015542
"201605","台北市","士林區仁勇里",1313809
"201605","台北市","士林區三玉里",1843863
"201605","台北市","士林區社新里",1790415
"201605","台北市","士林區社園里",1358236
"201605","台北市","士林區社子里",1281031
"201605","台北市","士林區聖山里",1336573
"201605","台北市","士林區天福里",2066162
"201605","台北市","士林區天和里",2311400
"201605","台北市","士林區天祿里",1781168
"201605","台北市","士林區天母里",3048483
"201605","台北市","士林區天山里",2465439
"201605","台北市","士林區天壽里",2219070
"201605","台北市","士林區天玉里",3284131
"201605","台北市","士林區溪山里",443071
"201605","台北市","士林區新安里",877342
"201605","台北市","士林區岩山里",990924
"201605","台北市","士林區陽明里",2637538
"201605","台北市","士林區義信里",1138651
"201605","台北市","士林區永福里",950470
"201605","台北市","士林區永倫里",1499104
"201605","台北市","士林區芝山里",2357935
"201605","台北市","士林區忠誠里",1685556
"201605","台北市","松山區安平里",2799392
"201605","台北市","松山區慈祐里",2460692
"201605","台北市","松山區東昌里",596557
"201605","台北市","松山區東光里",2324618
"201605","台北市","松山區東榮里",2011218
"201605","台北市","松山區東勢里",1470731
"201605","台北市","松山區敦化里",1909890
"201605","台北市","松山區福成里",859248
"201605","台北市","松山區富錦里",1227833
"201605","台北市","松山區富泰里",1166969
"201605","台北市","松山區復建里",1097017
"201605","台北市","松山區復盛里",1886792
"201605","台北市","松山區復勢里",2166137
"201605","台北市","松山區復源里",763625
"201605","台北市","松山區吉仁里",989336
"201605","台北市","松山區吉祥里",2937138
"201605","台北市","松山區介壽里",1073343
"201605","台北市","松山區精忠里",1049253
"201605","台北市","松山區龍田里",2493680
"201605","台北市","松山區美仁里",998017
"201605","台北市","松山區民福里",1755807
"201605","台北市","松山區民有里",3127494
"201605","台北市","松山區鵬程里",1526124
"201605","台北市","松山區三民里",1765452
"201605","台北市","松山區松基里",1896273
"201605","台北市","松山區新東里",1319051
"201605","台北市","松山區新聚里",2772520
"201605","台北市","松山區新益里",1260060
"201605","台北市","松山區中華里",2113823
"201605","台北市","松山區中崙里",1420334
"201605","台北市","松山區中正里",3184873
"201605","台北市","松山區莊敬里",1263022
"201605","台北市","松山區自強里",2411773
"201605","台北市","萬華區保德里",815824
"201605","台北市","萬華區菜園里",1564192
"201605","台北市","萬華區頂碩里",1630582
"201605","台北市","萬華區福星里",1985393
"201605","台北市","萬華區福音里",988764
"201605","台北市","萬華區富福里",1144610
"201605","台北市","萬華區富民里",1670133
"201605","台北市","萬華區和德里",1741183
"201605","台北市","萬華區和平里",1668652
"201605","台北市","萬華區華江里",1798741
"201605","台北市","萬華區華中里",1580349
"201605","台北市","萬華區錦德里",1234883
"201605","台北市","萬華區凌霄里",709477
"201605","台北市","萬華區柳鄉里",1261524
"201605","台北市","萬華區綠堤里",837542
"201605","台北市","萬華區銘德里",1097402
"201605","台北市","萬華區青山里",2304851
"201605","台北市","萬華區全德里",945562
"201605","台北市","萬華區仁德里",1612822
"201605","台北市","萬華區日善里",884452
"201605","台北市","萬華區日祥里",1257376
"201605","台北市","萬華區榮德里",901144
"201605","台北市","萬華區壽德里",1155510
"201605","台北市","萬華區雙園里",1021911
"201605","台北市","萬華區糖廍里",1383275
"201605","台北市","萬華區騰雲里",603469
"201605","台北市","萬華區萬壽里",1470826
"201605","台北市","萬華區西門里",1638657
"201605","台北市","萬華區孝德里",755068
"201605","台北市","萬華區新安里",1040452
"201605","台北市","萬華區新和里",1525573
"201605","台北市","萬華區新起里",2532186
"201605","台北市","萬華區新忠里",653450
"201605","台北市","萬華區興德里",1192741
"201605","台北市","萬華區忠德里",920615
"201605","台北市","萬華區忠貞里",872116
"201605","台北市","文山區博嘉里",1392827
"201605","台北市","文山區華興里",2420910
"201605","台北市","文山區景東里",1360585
"201605","台北市","文山區景華里",1354652
"201605","台北市","文山區景美里",862811
"201605","台北市","文山區景慶里",968402
"201605","台北市","文山區景仁里",974702
"201605","台北市","文山區景行里",1926472
"201605","台北市","文山區老泉里",190658
"201605","台北市","文山區明興里",1464983
"201605","台北市","文山區明義里",768901
"201605","台北市","文山區木柵里",2242738
"201605","台北市","文山區木新里",1928417
"201605","台北市","文山區試院里",1733011
"201605","台北市","文山區順興里",1466015
"201605","台北市","文山區萬芳里",2036495
"201605","台北市","文山區萬和里",853178
"201605","台北市","文山區萬隆里",1363759
"201605","台北市","文山區萬美里",1805894
"201605","台北市","文山區萬年里",1128816
"201605","台北市","文山區萬盛里",1391557
"201605","台北市","文山區萬祥里",1142563
"201605","台北市","文山區萬興里",2188575
"201605","台北市","文山區萬有里",1227031
"201605","台北市","文山區興安里",1683182
"201605","台北市","文山區興邦里",1261771
"201605","台北市","文山區興昌里",1843032
"201605","台北市","文山區興得里",1551921
"201605","台北市","文山區興豐里",1334608
"201605","台北市","文山區興福里",1181078
"201605","台北市","文山區興光里",993234
"201605","台北市","文山區興家里",1533357
"201605","台北市","文山區興泰里",1230433
"201605","台北市","文山區興旺里",2012896
"201605","台北市","文山區興業里",1429646
"201605","台北市","文山區樟腳里",1206385
"201605","台北市","文山區樟林里",1148182
"201605","台北市","文山區樟樹里",958137
"201605","台北市","文山區樟文里",1196831
"201605","台北市","文山區樟新里",1177235
"201605","台北市","文山區政大里",2257236
"201605","台北市","文山區指南里",1036318
"201605","台北市","文山區忠順里",1022110
"201605","台北市","信義區安康里",4487834
"201605","台北市","信義區大道里",1514975
"201605","台北市","信義區大仁里",898642
"201605","台北市","信義區敦厚里",1383155
"201605","台北市","信義區富台里",1083112
"201605","台北市","信義區廣居里",2002860
"201605","台北市","信義區國業里",1674213
"201605","台北市","信義區惠安里",1815173
"201605","台北市","信義區嘉興里",885378
"201605","台北市","信義區景聯里",1394007
"201605","台北市","信義區景勤里",995754
"201605","台北市","信義區景新里",2370071
"201605","台北市","信義區黎安里",233147
"201605","台北市","信義區黎平里",2001040
"201605","台北市","信義區黎順里",1267194
"201605","台北市","信義區黎忠里",1109964
"201605","台北市","信義區六合里",2177942
"201605","台北市","信義區六藝里",856412
"201605","台北市","信義區三犁里",2221342
"201605","台北市","信義區三張里",3094102
"201605","台北市","信義區雙和里",1882053
"201605","台北市","信義區四維里",1109907
"201605","台北市","信義區四育里",1470363
"201605","台北市","信義區松光里",1294427
"201605","台北市","信義區松隆里",512062
"201605","台北市","信義區松友里",1387130
"201605","台北市","信義區泰和里",2145497
"201605","台北市","信義區五常里",1047637
"201605","台北市","信義區五全里",1164793
"201605","台北市","信義區西村里",1014588
"201605","台北市","信義區新仁里",1162852
"201605","台北市","信義區興隆里",967251
"201605","台北市","信義區興雅里",1628668
"201605","台北市","信義區雅祥里",1277531
"201605","台北市","信義區永春里",1291785
"201605","台北市","信義區永吉里",1227666
"201605","台北市","信義區長春里",1197028
"201605","台北市","信義區正和里",1443452
"201605","台北市","信義區中坡里",981211
"201605","台北市","信義區中行里",1600740
"201605","台北市","信義區中興里",1665196
"201605","台北市","中山區北安里",595694
"201605","台北市","中山區成功里",3350325
"201605","台北市","中山區大佳里",217351
"201605","台北市","中山區大直里",2561228
"201605","台北市","中山區復華里",2075710
"201605","台北市","中山區恆安里",2122716
"201605","台北市","中山區集英里",2714018
"201605","台北市","中山區劍潭里",882026
"201605","台北市","中山區江寧里",2095877
"201605","台北市","中山區江山里",2221773
"201605","台北市","中山區金泰里",2903423
"201605","台北市","中山區聚盛里",2257850
"201605","台北市","中山區聚葉里",1643153
"201605","台北市","中山區康樂里",1342005
"201605","台北市","中山區力行里",2888607
"201605","台北市","中山區龍洲里",1159774
"201605","台北市","中山區民安里",2074567
"201605","台北市","中山區埤頭里",1112004
"201605","台北市","中山區晴光里",2312632
"201605","台北市","中山區松江里",2222732
"201605","台北市","中山區下埤里",2189959
"201605","台北市","中山區新福里",1678001
"201605","台北市","中山區新生里",2006012
"201605","台北市","中山區新喜里",1471863
"201605","台北市","中山區新庄里",1309983
"201605","台北市","中山區行仁里",2103965
"201605","台北市","中山區行孝里",1071121
"201605","台北市","中山區行政里",1789253
"201605","台北市","中山區興亞里",2768795
"201605","台北市","中山區永安里",2715523
"201605","台北市","中山區圓山里",1538114
"201605","台北市","中山區正得里",2216966
"201605","台北市","中山區正守里",1088448
"201605","台北市","中山區正義里",2657985
"201605","台北市","中山區中吉里",1994880
"201605","台北市","中山區中山里",2871996
"201605","台北市","中山區中央里",1384172
"201605","台北市","中山區中原里",1641557
"201605","台北市","中山區中庄里",1801005
"201605","台北市","中山區朱馥里",1722981
"201605","台北市","中山區朱崙里",1075416
"201605","台北市","中山區朱園里",2624096
"201605","台北市","中正區愛國里",665561
"201605","台北市","中正區板溪里",1210651
"201605","台北市","中正區頂東里",1689669
"201605","台北市","中正區東門里",1004521
"201605","台北市","中正區富水里",491572
"201605","台北市","中正區光復里",2504838
"201605","台北市","中正區河堤里",1301301
"201605","台北市","中正區建國里",435757
"201605","台北市","中正區黎明里",2421203
"201605","台北市","中正區林興里",1205325
"201605","台北市","中正區龍福里",1300854
"201605","台北市","中正區龍光里",691068
"201605","台北市","中正區龍興里",638260
"201605","台北市","中正區梅花里",1727772
"201605","台北市","中正區南福里",2674067
"201605","台北市","中正區南門里",622076
"201605","台北市","中正區三愛里",2618890
"201605","台北市","中正區廈安里",686201
"201605","台北市","中正區水源里",1210783
"201605","台北市","中正區網溪里",1416280
"201605","台北市","中正區文北里",2285959
"201605","台北市","中正區文盛里",906455
"201605","台北市","中正區文祥里",1682552
"201605","台北市","中正區新營里",1961079
"201605","台北市","中正區幸福里",2093053
"201605","台北市","中正區幸市里",2327833
"201605","台北市","中正區螢圃里",1426621
"201605","台北市","中正區螢雪里",1089238
"201605","台北市","中正區永昌里",1221520
"201605","台北市","中正區永功里",1363304
"201605","台北市","中正區忠勤里",1258373
"201607","台北市","北投區八仙里",2194056
"201607","台北市","北投區大同里",2450124
"201607","台北市","北投區大屯里",456426
"201607","台北市","北投區稻香里",1775653
"201607","台北市","北投區東華里",1558465
"201607","台北市","北投區豐年里",1342045
"201607","台北市","北投區福興里",2550955
"201607","台北市","北投區關渡里",4215084
"201607","台北市","北投區湖山里",551631
"201607","台北市","北投區湖田里",211147
"201607","台北市","北投區吉利里",2202101
"201607","台北市","北投區吉慶里",1853465
"201607","台北市","北投區建民里",1700656
"201607","台北市","北投區開明里",1976242
"201607","台北市","北投區立農里",3144802
"201607","台北市","北投區立賢里",2084530
"201607","台北市","北投區林泉里",1001922
"201607","台北市","北投區奇岩里",3191575
"201607","台北市","北投區清江里",3056761
"201607","台北市","北投區泉源里",784489
"201607","台北市","北投區榮光里",2467837
"201607","台北市","北投區榮華里",3468149
"201607","台北市","北投區石牌里",2761055
"201607","台北市","北投區桃源里",1756715
"201607","台北市","北投區溫泉里",2060892
"201607","台北市","北投區文化里",1042605
"201607","台北市","北投區文林里",2075404
"201607","台北市","北投區秀山里",1090481
"201607","台北市","北投區一德里",2750644
"201607","台北市","北投區永和里",4175812
"201607","台北市","北投區永明里",1878130
"201607","台北市","北投區永欣里",3146462
"201607","台北市","北投區裕民里",3391275
"201607","台北市","北投區長安里",1867109
"201607","台北市","北投區振華里",2912573
"201607","台北市","北投區智仁里",1326971
"201607","台北市","北投區中和里",2181974
"201607","台北市","北投區中心里",2055738
"201607","台北市","北投區中央里",4483246
"201607","台北市","北投區中庸里",998204
"201607","台北市","北投區洲美里",296264
"201607","台北市","北投區尊賢里",1623804
"201607","台北市","大安區昌隆里",1352458
"201607","台北市","大安區車層里",3457110
"201607","台北市","大安區誠安里",2211609
"201607","台北市","大安區大學里",3339491
"201607","台北市","大安區德安里",3166096
