"行政區域","平均綜合所得","非營業用電_里變異","X2戶一宅比例...","綜合所得總額","平均數","中位數","第三分位數","總計.","博士比例","碩士比例","大學比例","大學以下比例","X2人一宅宅數比例...","X3人一宅宅數比例...","X1戶一宅比例...","X4戶一宅比例...","X5戶一宅比例...","X6戶以上一宅比例...","每戶平均老年人口數.人.","無老年人口戶數比例...","二位老年人口戶數比例...","三位以上老年人口戶數比例...","二名老年人口宅數比例...","喪偶比例...","平均教育程度","扶養比","成年人平均綜合所得","碩士以下","博士以下","碩博比例","老年比例","戶均用電","零售排名","商家比例","公園數量比例","公園佔地比例","分群","離群"
"內湖區清白里",553.821514491923,191.017510380755,0.118,4834308,1567,907,1819,7601,0.0122,0.1371,0.4015,0.4492,0.197,0.182,0.868,0.002,0.001,0,0.22,0.817,0.027,0.003,0.201,0.059,2.5384,0.305173444976077,722.833133971292,0.8507,0.9878,0.1493,0.203515517714913,1080.92392199945,510,0.0153803900027465,0.000274649821477616,0.0054642231665713,5,0
"內湖區瑞光里",338.031314807134,224.458049380259,0.167,1629987,1014,737,1290,4248,0.0094,0.0984,0.367,0.5252,0.178,0.216,0.799,0.004,0.001,0,0.31,0.746,0.053,0.002,0.274,0.102,2.143,0.300431499460626,439.586569579288,0.8922,0.9906,0.1078,0.291383219954649,854.16439909297,0,0,0,0,2,0
"內湖區瑞陽里",373.503671071953,225.464998642494,0.15,3052272,1144,742,1435,7197,0.0108,0.1095,0.3593,0.5204,0.178,0.18,0.824,0.003,0.001,0,0.37,0.707,0.069,0.002,0.218,0.112,2.1914,0.369073546657732,511.353995644162,0.8797,0.9892,0.1203,0.359047619047619,910.695238095238,2011,0,0.000634920634920635,0.0455231952935272,3,0
"內湖區石潭里",469.863347457627,340.99586294027,0.101,1774204,1405,797,1468,3460,0.0118,0.1165,0.3474,0.5243,0.177,0.135,0.877,0.001,0.001,0.001,0.23,0.806,0.034,0.002,0.15,0.069,2.1948,0.321203638908327,620.785164450665,0.8717,0.9882,0.1283,0.224355458036204,1712.27482172244,2746,0.0230389467910038,0.000548546352166758,0.00126164443163136,2,1
"內湖區五分里",254.727906586022,156.54893894422,0.247,3032281,909,656,1143,9454,0.0044,0.0733,0.2991,0.6231,0.115,0.134,0.632,0.024,0.005,0.001,0.2,0.833,0.032,0.002,0.114,0.07,1.6758,0.410092395167022,359.189883913765,0.9222,0.9955,0.0777,0.196861975974504,809.649423878402,495,0.00956116695268448,0.00049031625398382,0.0316796829856841,2,0
"內湖區西安里",375.697193287037,149.085034190731,0.145,2596819,1053,709,1297,6090,0.0105,0.1166,0.378,0.4949,0.181,0.186,0.831,0.003,0.001,0,0.27,0.78,0.045,0.002,0.17,0.077,2.3061,0.27952610144391,480.714365049981,0.8729,0.9895,0.1271,0.257298559750876,742.341377968081,1196,0.000389256520046711,0.00116776956014013,0.00526061807137164,2,0
"內湖區西湖里",320.228137860082,214.737093044286,0.155,2490094,946,655,1167,6755,0.0101,0.0974,0.3368,0.5557,0.158,0.194,0.81,0.003,0,0,0.3,0.756,0.051,0.001,0.131,0.101,2.0225,0.288056981944674,412.472088785821,0.8925,0.9899,0.1075,0.286067892503536,970.225601131542,222,0.0190947666195191,0.000707213578500707,0.0301375733652625,2,0
"內湖區西康里",461.971552705079,215.666862028894,0.133,4465879,1324,776,1523,8586,0.0139,0.1222,0.3701,0.4938,0.178,0.188,0.846,0.002,0,0,0.27,0.781,0.051,0.002,0.256,0.077,2.3387,0.297409743658569,599.366393772648,0.8639,0.9861,0.1361,0.266008537886873,1088.14487726788,804,0.00720384204909285,0.00080042689434365,0.0115198138398931,5,0
"內湖區行善里",284.622931785196,191.334420665034,0.184,1961052,885,641,1145,6175,0.0053,0.0756,0.281,0.6381,0.182,0.155,0.775,0.004,0.001,0,0.26,0.784,0.045,0.001,0.183,0.082,1.6253,0.307152343008917,372.045532157086,0.9191,0.9947,0.0809,0.257510729613734,730.499284692418,2289,0.0300429184549356,0.00107296137339056,0.0262674496201374,2,0
"內湖區秀湖里",541.52992248062,180.002120725849,0.141,3492868,1492,827,1722,5794,0.0143,0.1274,0.3856,0.4727,0.184,0.193,0.832,0.003,0.001,0.001,0.32,0.748,0.06,0.004,0.248,0.073,2.4355,0.317401960784314,713.412581699346,0.8583,0.9857,0.1417,0.310202395704254,1189.66294919455,1538,0.00330441966129698,0.00165220983064849,0.0297330664463646,5,0
"內湖區週美里",434.532499355172,214.004155715103,0.12,3369365,1318,733,1418,7116,0.0079,0.1023,0.3235,0.5663,0.18,0.153,0.856,0.003,0.001,0.001,0.26,0.781,0.04,0.002,0.12,0.077,1.9789,0.312013536379019,570.112521150592,0.8898,0.9921,0.1102,0.258084197681513,811.497559487492,1033,0.00061012812690665,0.000305064063453325,0.00454769891468822,2,0
"內湖區紫星里",342.658266007476,206.542194526366,0.162,2841665,1032,682,1291,7310,0.0078,0.0941,0.3521,0.546,0.164,0.186,0.806,0.003,0,0,0.29,0.761,0.05,0.001,0.216,0.083,2.0432,0.303520905375668,446.662213140522,0.8981,0.9922,0.1019,0.276531637094074,1070.69400736525,661,0.0224305323066622,0,0,2,0
"內湖區紫陽里",420.094560966939,178.358776927957,0.146,3545178,1224,750,1469,7432,0.0124,0.1109,0.3882,0.4886,0.171,0.181,0.832,0.004,0,0,0.25,0.799,0.038,0.004,0.191,0.066,2.3298,0.278055429350295,536.904134484325,0.8768,0.9877,0.1233,0.238246505717916,798.368805590851,1259,0.0606734434561626,0.000317662007623888,0.00695568142364099,2,0
"內湖區紫雲里",292.358530268695,163.237647980028,0.168,1806191,1001,695,1294,5362,0.0095,0.0893,0.323,0.5781,0.167,0.185,0.793,0.007,0.002,0.002,0.33,0.729,0.053,0.004,0.229,0.122,1.9133,0.375946547884187,402.269710467706,0.9011,0.9904,0.0988,0.324276950043821,930.588957055215,1908,0,0,0,2,0
"士林區百齡里",257.138092147956,228.934954429065,0.201,1981249,837,612,1070,6449,0.0064,0.0802,0.3005,0.613,0.12,0.192,0.747,0.009,0.001,0.001,0.35,0.716,0.063,0.002,0.189,0.105,1.7408,0.377368609224169,354.173936360386,0.9135,0.9937,0.0866,0.338829996073812,901.51040439733,3567,0,0,0,2,0
"士林區承德里",370.448438024857,266.882071307424,0.16,2205650,1075,718,1287,5184,0.0116,0.1003,0.3428,0.5453,0.171,0.168,0.806,0.005,0.001,0,0.34,0.732,0.069,0.003,0.231,0.085,2.0774,0.371889400921659,508.214285714286,0.8881,0.9884,0.1119,0.337520938023451,1131.48701842546,2397,0,0.000418760469011725,0.0260199371888449,2,0
"士林區翠山里",469.305029154519,73.3730257056759,0.13,1287773,1233,711,1458,2524,0.0242,0.1315,0.4093,0.435,0.232,0.162,0.849,0.001,0,0.001,0.49,0.629,0.096,0.01,0.278,0.118,2.644,0.429166666666667,670.715104166667,0.8443,0.9758,0.1557,0.486875529212532,794.394580863675,0,0.00592718035563082,0,0,3,0
"士林區德華里",350.537536010846,231.236168730365,0.169,2068522,1110,662,1193,5147,0.0103,0.0989,0.3402,0.5506,0.169,0.169,0.795,0.003,0,0,0.38,0.696,0.068,0.005,0.237,0.107,2.0469,0.371368812456426,480.716244480595,0.8908,0.9897,0.1092,0.369106421194432,1139.99461158509,1559,0,0.000449034575662326,0.00119336630583221,3,0
"士林區德行里",364.599090318389,216.034637416753,0.152,1683354,1075,670,1222,3987,0.0143,0.0981,0.3363,0.5513,0.193,0.148,0.808,0.005,0.002,0,0.35,0.717,0.062,0.004,0.206,0.098,2.0625,0.383578064129458,504.451303566077,0.8876,0.9857,0.1124,0.341866666666667,1154.53066666667,29,0.349866666666667,0.000533333333333333,0.0377459799529926,2,0
"士林區東山里",465.579367962223,211.449506956667,0.146,2563480,1506,752,1509,4758,0.0124,0.104,0.3413,0.5422,0.157,0.181,0.819,0.007,0.001,0.003,0.4,0.698,0.084,0.004,0.256,0.109,2.1008,0.369311116637652,637.523004227804,0.8835,0.9875,0.1164,0.382613510520487,1226.40974529347,1287,0.00553709856035437,0,0,3,0
"士林區福安里",166.368179092544,143.212125803623,0.24,832340,722,524,862,4508,0.0022,0.0306,0.1985,0.7686,0.11,0.094,0.441,0.09,0.04,0.039,0.34,0.717,0.058,0.001,0.171,0.139,0.9974,0.336271367521368,222.313034188034,0.9671,0.9977,0.0328,0.339077265147304,644.165091717621,0,0.000555864369093941,0,0,1,0
"士林區福德里",281.916281373844,152.41574208475,0.172,1707285,1114,717,1452,5492,0.0115,0.0896,0.291,0.608,0.171,0.179,0.787,0.009,0.002,0.002,0.34,0.727,0.049,0.004,0.172,0.075,1.8051,0.373242630385488,387.139455782313,0.899,0.9886,0.1011,0.332287308228731,700.405160390516,123,0.000348675034867503,0.000348675034867503,0.0281829659938024,2,0
"士林區福華里",222.106189498387,172.205374100688,0.192,1514320,806,579,990,5889,0.0041,0.0554,0.2511,0.6894,0.181,0.163,0.763,0.011,0.002,0,0.34,0.716,0.056,0.001,0.192,0.127,1.3737,0.371003418459682,304.508345063342,0.9405,0.9959,0.0595,0.336927223719677,675.134000770119,1021,0,0,0,1,0
"士林區福佳里",364.039300263599,245.267270514184,0.168,3038272,1163,680,1355,7092,0.0118,0.1086,0.3366,0.543,0.175,0.171,0.787,0.007,0.002,0,0.42,0.677,0.087,0.004,0.296,0.095,2.1042,0.427887082976903,519.807014542344,0.8796,0.9882,0.1204,0.402528276779774,1045.83033932136,126,0.0392548236859614,0.000665335994677312,0.00877509162852697,3,0
"士林區福林里",433.502629137024,245.629844741922,0.154,1401514,1392,691,1269,2767,0.0152,0.099,0.3282,0.5576,0.193,0.154,0.792,0.01,0.001,0.003,0.44,0.646,0.072,0.006,0.204,0.129,2.0436,0.431164231961045,620.413457281983,0.8858,0.9848,0.1142,0.432216905901116,1320.63636363636,349,0.0167464114832536,0,0,3,1
"士林區福順里",236.070932097665,223.978041912311,0.18,1324594,822,596,1003,4829,0.0072,0.0632,0.257,0.6726,0.173,0.163,0.763,0.013,0.003,0.001,0.36,0.708,0.066,0.002,0.241,0.114,1.472,0.387830818698986,327.626514964136,0.9296,0.9928,0.0704,0.35538387252535,835.019314340898,2037,0.112506035731531,0.000482858522452921,0.00867017771981658,1,0
"士林區福志里",441.979122123003,198.299267671771,0.15,3514176,1263,732,1473,6993,0.0177,0.126,0.3804,0.4759,0.192,0.182,0.818,0.004,0.001,0,0.44,0.658,0.088,0.005,0.283,0.118,2.4369,0.406261054120976,621.538026176158,0.8563,0.9823,0.1437,0.425183700734803,971.13961255845,2064,0.0130260521042084,0,0,3,0
"士林區福中里",278.515006002401,218.676042520349,0.178,2088027,940,637,1145,6184,0.0061,0.077,0.2971,0.6198,0.15,0.161,0.777,0.007,0.003,0,0.3,0.758,0.057,0.001,0.204,0.094,1.7053,0.397390493942218,389.194221808015,0.9169,0.9939,0.0831,0.293037490436113,913.391354246366,3720,0.0994644223412395,0.000382555470543229,0.0111062243880727,2,0
"士林區富光里",196.542551492895,233.726807726401,0.211,1230946,742,567,919,5414,0.003,0.051,0.2377,0.7083,0.135,0.167,0.735,0.011,0,0.001,0.37,0.691,0.057,0.001,0.198,0.123,1.2838,0.371660096364433,269.589575120456,0.946,0.997,0.054,0.359943977591036,881.339869281046,0,0,0,0,1,0
"士林區富洲里",175.092489451477,159.959954303486,0.223,1037423,711,539,886,5423,0.0035,0.0393,0.218,0.7393,0.127,0.113,0.511,0.052,0.032,0.038,0.32,0.745,0.062,0,0.23,0.121,1.1393,0.321364852809991,231.361061552186,0.9573,0.9966,0.0428,0.310569812962157,680.210961287516,4417,0.141800782949108,0,0,1,0
"士林區公館里",364.751189666893,101.140937314498,0.184,536549,1412,658,1224,1314,0.0084,0.0396,0.226,0.726,0.113,0.159,0.666,0.034,0.003,0.031,0.47,0.616,0.083,0,0,0.131,1.2172,0.373482726423903,500.979458450047,0.952,0.9916,0.048,0.452029520295203,995.952029520295,0,0.00738007380073801,0,0,1,0
"士林區後港里",308.890911212227,225.903674557723,0.177,2647504,974,657,1201,7519,0.0088,0.0835,0.301,0.6067,0.163,0.178,0.776,0.01,0,0,0.35,0.723,0.058,0.004,0.171,0.094,1.7842,0.357029765674478,419.174160861305,0.9077,0.9912,0.0923,0.340052015604681,907.801365409623,1457,0,0.000325097529258778,0.00595058260407368,2,0
"士林區葫東里",227.111548252719,171.642794239092,0.179,981349,792,568,1002,3773,0.0034,0.0644,0.2809,0.6512,0.157,0.171,0.773,0.006,0.002,0.001,0.34,0.722,0.061,0.002,0.163,0.102,1.5406,0.354545454545455,307.632915360502,0.9321,0.9965,0.0678,0.332065906210393,724.422053231939,547,0.0373891001267427,0,0,1,0
"士林區葫蘆里",226.755490483163,219.657879250647,0.182,1858488,813,604,1035,6960,0.0065,0.0612,0.2761,0.6562,0.156,0.171,0.766,0.008,0.001,0.001,0.37,0.701,0.066,0.004,0.185,0.124,1.5301,0.393877551020408,316.069387755102,0.9323,0.9935,0.0677,0.365350409107079,795.479544646033,1447,0.0860903593027392,0,0,1,0
"士林區菁山里",628.47245017585,48.4857759854299,0.21,1072174,2523,629,1031,1519,0.0046,0.0355,0.2337,0.7261,0.141,0.13,0.653,0.029,0.008,0.003,0.45,0.637,0.074,0.005,0.071,0.133,1.1892,0.355043685464654,851.607625099285,0.9598,0.9953,0.0401,0.428816466552316,1009.46998284734,0,0.00171526586620926,0,0,1,0
"士林區舊佳里",382.800344234079,209.419640372008,0.169,2446477,1144,624,1214,5708,0.0161,0.1013,0.3344,0.5482,0.176,0.165,0.788,0.009,0.001,0,0.44,0.654,0.078,0.005,0.253,0.102,2.0903,0.404615384615385,537.687252747253,0.8826,0.9839,0.1174,0.42173189009159,939.88051623647,2096,0.160699417152373,0,0,3,0
"士林區蘭興里",456.532159487776,269.449713369511,0.155,3137289,1346,768,1512,5967,0.0158,0.1217,0.3754,0.4872,0.166,0.194,0.815,0.004,0.002,0,0.35,0.725,0.067,0.003,0.248,0.08,2.374,0.355691457881239,618.916748865654,0.8626,0.9843,0.1375,0.33726606997559,1355.95240032547,2953,0.0296989422294548,0.000406834825061025,0.0151973417006525,3,1
"士林區蘭雅里",465.196644000877,263.067097786976,0.146,4241663,1364,737,1400,7965,0.0134,0.1134,0.3765,0.4967,0.166,0.186,0.822,0.004,0,0,0.36,0.715,0.071,0.003,0.249,0.094,2.307,0.356239773910457,630.918191283653,0.8732,0.9866,0.1268,0.352851941747573,1216.92688106796,1223,0.0955703883495146,0,0,3,0
"士林區臨溪里",743.181017612524,247.418109043708,0.118,2278593,2096,817,1764,2754,0.016,0.1035,0.3558,0.5247,0.208,0.171,0.846,0.004,0.002,0.001,0.49,0.624,0.102,0.005,0.279,0.102,2.1882,0.407067462138596,1045.70582836163,0.8805,0.984,0.1195,0.482993197278912,1586.82993197279,1785,0.00680272108843537,0.00170068027210884,0.00480249242360733,3,1
"士林區名山里",419.94442233718,227.491508237888,0.161,3165961,1226,744,1468,6609,0.0154,0.1105,0.3703,0.5039,0.179,0.19,0.807,0.005,0.001,0,0.38,0.698,0.071,0.005,0.24,0.1,2.2828,0.374475843208751,577.203463992707,0.8742,0.9847,0.1259,0.37356108429261,1160.74489417007,1498,0,0,0,3,0
"士林區明勝里",311.689170994422,208.813441613605,0.174,1620472,971,642,1163,4590,0.0111,0.0948,0.3144,0.5797,0.18,0.156,0.793,0.002,0.001,0,0.4,0.681,0.064,0.004,0.173,0.108,1.9263,0.384922749067661,431.665423548215,0.8941,0.9889,0.1059,0.381538461538462,871.272307692308,3503,0.0317948717948718,0.000512820512820513,0.000746383342143755,2,0
"士林區平等里",218.948253557568,62.3873124751378,0.223,338494,951,593,968,1414,7e-04,0.0396,0.2058,0.7539,0.14,0.104,0.644,0.027,0.018,0.006,0.47,0.629,0.1,0,0.161,0.126,1.0671,0.366931918656057,299.287356321839,0.9597,0.9993,0.0403,0.459662288930582,1009.31519699812,0,0.101313320825516,0,0,1,0
"士林區前港里",312.240090367632,211.028759298863,0.192,1520297,1037,672,1286,4153,0.0082,0.0804,0.3051,0.6063,0.163,0.152,0.765,0.007,0.002,0.003,0.3,0.753,0.051,0.001,0.213,0.084,1.7766,0.372709331829715,428.614885819002,0.9114,0.9918,0.0886,0.291714614499425,889.976985040276,824,0.237054085155351,0,0,2,0
"士林區仁勇里",300.844775424715,231.229841284774,0.174,1292730,1033,612,1188,3620,0.0083,0.0743,0.295,0.6224,0.176,0.151,0.763,0.008,0.004,0.002,0.41,0.678,0.084,0.003,0.227,0.109,1.7005,0.441462596444146,433.656491110366,0.9174,0.9917,0.0826,0.399873257287706,1009.64955640051,531,0.174271229404309,0,0,1,0
"士林區三玉里",518.040174249758,258.897454468503,0.152,3210813,1480,780,1459,5368,0.0145,0.1194,0.3782,0.4879,0.176,0.18,0.821,0.004,0.001,0,0.36,0.714,0.066,0.005,0.224,0.096,2.3597,0.352684417285028,700.744871235268,0.8661,0.9855,0.1339,0.348547717842324,1253.72568003688,1534,0,0,0,3,1
"士林區社新里",199.689063317635,224.514111291009,0.185,1908029,754,564,953,8328,0.0034,0.0546,0.2486,0.6934,0.161,0.18,0.773,0.008,0.001,0,0.34,0.724,0.055,0.002,0.186,0.108,1.3526,0.362275449101796,272.031508411748,0.942,0.9966,0.058,0.325492502205234,788.042928550426,4190,0.0294031167303734,0,0,1,0
"士林區社園里",208.285404992359,195.568839034482,0.176,1635457,770,571,976,6676,0.0034,0.0556,0.2552,0.6857,0.141,0.167,0.766,0.008,0.002,0,0.34,0.723,0.061,0.002,0.193,0.114,1.385,0.365802748304053,284.476778570186,0.9409,0.9965,0.059,0.325800376647834,731.034274952919,1340,0,0,0,1,0
"士林區社子里",236.623028158632,208.325437614339,0.183,1605014,829,588,993,5913,0.0049,0.0572,0.2505,0.6875,0.16,0.174,0.758,0.009,0.003,0.002,0.35,0.717,0.059,0.002,0.209,0.121,1.3893,0.367540322580645,323.591532258064,0.938,0.9952,0.0621,0.338582677165354,760.46912556983,0,0.0762536261914629,0.000414421881475342,0.0103142205937965,1,0
"士林區聖山里",422.821026986507,252.283462825846,0.145,2256173,1268,778,1514,4702,0.0181,0.1242,0.3688,0.4889,0.185,0.18,0.83,0.003,0.001,0,0.39,0.708,0.086,0.004,0.33,0.096,2.3833,0.378811369509044,582.990439276486,0.8577,0.9819,0.1423,0.376028806584362,1244.61008230453,1066,0.151234567901235,0,0,3,0
"士林區天福里",416.181900045025,266.43295451675,0.156,2773020,1247,743,1442,5656,0.0141,0.1132,0.3768,0.4959,0.157,0.193,0.808,0.005,0.001,0.001,0.34,0.731,0.06,0.005,0.203,0.096,2.3133,0.387546855476885,577.471886713869,0.8727,0.9859,0.1273,0.332046332046332,1270.50793650794,139,0.0978120978120978,0,0,3,1
"士林區天和里",564.126300148588,202.755950029413,0.152,4555884,1652,791,1622,6885,0.017,0.1272,0.4048,0.451,0.156,0.183,0.814,0.007,0,0,0.35,0.724,0.064,0.003,0.254,0.075,2.5354,0.370904769988117,773.363435749448,0.8558,0.983,0.1442,0.331290555155011,1197.57426099495,0,0,0.000360490266762797,0.00457946119272055,5,0
"士林區天祿里",401.079792931096,247.300259024606,0.158,2246849,1199,727,1372,4728,0.0142,0.1233,0.3792,0.4833,0.157,0.178,0.809,0.006,0.001,0,0.39,0.699,0.079,0.005,0.242,0.095,2.3844,0.40789143000754,564.676803216889,0.8625,0.9858,0.1375,0.377956718671364,1242.68092601912,2802,0.124811273276296,0,0,3,0
"士林區天母里",651.494963626189,269.900976252947,0.136,4656886,1904,825,1737,6093,0.0159,0.1313,0.3988,0.454,0.171,0.195,0.825,0.01,0.002,0,0.39,0.692,0.07,0.004,0.219,0.096,2.5261,0.407918061847548,917.251526492023,0.8528,0.9841,0.1472,0.371739976644609,1605.55274425847,560,0.000778513040093422,0,0,3,1
"士林區天山里",441.127906976744,246.823365187426,0.143,3262582,1320,750,1583,6386,0.0191,0.1293,0.407,0.4446,0.183,0.204,0.821,0.002,0.001,0,0.39,0.698,0.072,0.007,0.301,0.083,2.5757,0.394945303658997,615.349302150132,0.8516,0.9809,0.1484,0.375700934579439,1233.42841121495,2424,0,0,0,3,0
"士林區天壽里",714.852196574832,312.913895180384,0.143,3840186,2051,906,1808,4581,0.0181,0.1292,0.3995,0.4532,0.187,0.203,0.831,0.006,0,0.001,0.37,0.702,0.067,0.005,0.226,0.085,2.5361,0.409603778535817,1007.65835738651,0.8527,0.9819,0.1473,0.360429447852761,1603.50869120654,2848,0.179447852760736,0.000511247443762781,0.0308244535583891,5,1
"士林區天玉里",506.862668220833,268.26560601277,0.159,4783263,1536,790,1658,7926,0.0199,0.1235,0.4104,0.4461,0.174,0.179,0.807,0.006,0.001,0,0.35,0.725,0.066,0.005,0.235,0.082,2.5617,0.428117433414044,723.85941283293,0.8565,0.98,0.1434,0.341575618171363,1318.56871765382,989,0.0299022426682001,0,0,5,0
"士林區溪山里",291.540092776673,86.5308650815599,0.211,439934,1271,571,993,1360,0.0022,0.0265,0.1846,0.7868,0.185,0.124,0.697,0.016,0.024,0,0.47,0.626,0.083,0.007,0.238,0.141,0.9172,0.416901408450704,413.083568075117,0.9714,0.9979,0.0287,0.467391304347826,980.643115942029,0,0.0326086956521739,0,0,1,0
"士林區新安里",734.125298900048,115.16375909236,0.162,1535056,2228,656,1386,1844,0.0141,0.0797,0.2831,0.6231,0.183,0.137,0.762,0.026,0.002,0.002,0.53,0.599,0.104,0.012,0.246,0.143,1.7375,0.440082644628099,1057.20110192837,0.9062,0.9859,0.0938,0.529032258064516,1405.30322580645,3395,0,0,0,3,1
"士林區岩山里",404.233315098468,187.236898499413,0.153,1477877,1235,657,1315,3158,0.0133,0.1162,0.3391,0.5313,0.163,0.179,0.794,0.007,0.002,0.004,0.37,0.703,0.063,0.005,0.217,0.104,2.1733,0.339194139194139,541.346886446886,0.8704,0.9866,0.1295,0.355642023346304,1062.35719844358,0,0.0715953307392996,0.00233463035019455,0.0172632559900231,3,0
"士林區陽明里",554.897946084724,163.323928813095,0.115,1729062,1748,721,1459,2869,0.0178,0.0955,0.3168,0.5699,0.194,0.124,0.848,0.008,0.001,0.003,0.47,0.631,0.079,0.004,0.188,0.12,2.0004,0.409317051108096,782.027137042062,0.8867,0.9822,0.1133,0.458452722063037,1754.32163323782,863,0.0265042979942693,0,0,3,1
"士林區義信里",330.855805791167,338.591468739656,0.18,1131196,1097,684,1276,2905,0.0107,0.0878,0.3002,0.6014,0.159,0.155,0.762,0.011,0.001,0.005,0.36,0.71,0.064,0.003,0.131,0.11,1.8239,0.41985049833887,469.765780730897,0.9016,0.9894,0.0985,0.347400150715901,1506.83798040693,514,0.120572720422005,0,0,2,1
"士林區永福里",1390.31315396114,207.26595798483,0.152,1860239,4377,766,1764,1179,0.0178,0.0958,0.2595,0.6268,0.133,0.142,0.744,0.029,0.003,0.016,0.62,0.571,0.095,0.009,0.125,0.141,1.773,0.448051948051948,2013.24567099567,0.8863,0.9821,0.1136,0.597872340425532,2507.86170212766,0,0,0,0,4,1
"士林區永倫里",223.367288750648,221.677672725162,0.159,1723502,764,562,954,6707,0.0048,0.0611,0.2626,0.6715,0.156,0.159,0.806,0.004,0.001,0.002,0.36,0.713,0.068,0.002,0.183,0.115,1.4602,0.338189386056191,298.907734998266,0.9341,0.9952,0.0659,0.346593001841621,833.731123388582,938,0.000368324125230203,0,0,1,0
"士林區芝山里",706.215172413793,238.51152617964,0.135,5632066,2080,752,1554,6929,0.015,0.1124,0.3875,0.4851,0.159,0.194,0.837,0.006,0,0,0.32,0.752,0.063,0.003,0.268,0.076,2.3594,0.339210747271201,945.770948782536,0.8726,0.985,0.1274,0.307033202427704,1327.3662977508,2636,0.000357015351660121,0,0,5,0
"士林區忠誠里",554.377948803748,254.446388454676,0.17,3313517,1623,729,1457,5177,0.0176,0.1265,0.3767,0.4792,0.187,0.18,0.798,0.005,0,0.001,0.45,0.656,0.09,0.007,0.296,0.109,2.4242,0.420052268947493,787.245664053219,0.8559,0.9824,0.1441,0.439449541284404,1226.9628440367,1495,0,0,0,3,0
"松山區安平里",333.241039734341,209.186664056441,0.175,2910194,1023,667,1213,7611,0.0108,0.0996,0.3398,0.5499,0.166,0.155,0.784,0.005,0.002,0.001,0.36,0.708,0.059,0.004,0.171,0.109,2.054,0.365171173987807,454.931061435048,0.8897,0.9893,0.1104,0.349731410800113,1108.12044105174,1090,0.381962114786542,0.00113090189426067,0.0393330793753198,2,0
"松山區慈祐里",259.582755203171,172.973342183076,0.145,2095352,909,638,1135,7322,0.0049,0.081,0.3128,0.6013,0.174,0.131,0.816,0.004,0.002,0.001,0.28,0.76,0.037,0.003,0.142,0.073,1.7813,0.325233951732064,344.007880479396,0.9141,0.9951,0.0859,0.278582126809785,882.532201697454,168,0.341487768347479,0,0,2,0
"松山區東昌里",976.655428186109,203.800279905743,0.197,2896760,3002,905,1753,2380,0.0231,0.1508,0.4025,0.4235,0.151,0.192,0.728,0.012,0.001,0,0.45,0.656,0.091,0.009,0.164,0.101,2.7227,0.554507337526205,1518.2180293501,0.826,0.9768,0.1739,0.439655172413793,704.389846743295,2570,0.562260536398467,0,0,4,0
"松山區東光里",447.452428476381,211.771349970119,0.16,3362605,1271,768,1563,6641,0.0158,0.1209,0.4078,0.4555,0.184,0.179,0.799,0.004,0.002,0,0.44,0.658,0.08,0.009,0.243,0.103,2.4988,0.413391009968027,632.425239796878,0.8633,0.9842,0.1367,0.431917029106725,1116.06323185012,1182,0,0.000334560053529609,0.0187031162252061,3,0
"松山區東榮里",617.902239850677,246.132680708627,0.199,5296658,1752,906,1879,6994,0.0213,0.155,0.4235,0.4002,0.179,0.177,0.749,0.007,0.001,0,0.45,0.669,0.097,0.008,0.359,0.089,2.8157,0.494942448552494,923.728287408441,0.8237,0.9787,0.1763,0.434510062685582,907.934345100627,2273,0.0131969646981194,0.00131969646981194,0.0394066348304749,4,0
"松山區東勢里",611.417018581081,212.798320354851,0.197,2895671,1748,766,1595,3897,0.0151,0.1399,0.389,0.456,0.166,0.173,0.746,0.004,0,0,0.42,0.673,0.071,0.009,0.201,0.093,2.5313,0.49873417721519,916.351582278481,0.845,0.9849,0.155,0.406593406593407,1111.12417582418,2371,0,0,0,4,0
"松山區敦化里",485.346603600053,226.605451426849,0.239,3693973,1444,816,1599,6142,0.0174,0.1389,0.394,0.4497,0.165,0.133,0.682,0.014,0.002,0.001,0.38,0.703,0.071,0.005,0.268,0.09,2.566,0.479587869362364,718.112947122862,0.8437,0.9826,0.1563,0.369789674952199,1015.92160611855,1365,0.0149139579349904,0.000382409177820268,0.0132934578062735,3,0
"松山區福成里",702.60559972347,243.360593804153,0.239,2032638,2015,889,1836,2359,0.0174,0.1632,0.418,0.4014,0.162,0.183,0.689,0.008,0,0,0.43,0.664,0.085,0.005,0.304,0.09,2.8078,0.473764645950076,1035.475292919,0.8194,0.9826,0.1806,0.416422287390029,1225.49755620723,0,0,0,0,4,0
"松山區富錦里",459.317162137516,221.195856445719,0.179,2518436,1353,719,1431,4697,0.0151,0.1292,0.4039,0.4518,0.179,0.174,0.788,0.004,0,0,0.39,0.685,0.075,0.002,0.212,0.097,2.5267,0.426378772112383,655.160249739854,0.8557,0.9849,0.1443,0.38331771321462,774.171040299906,106,0,0,0,3,0
"松山區富泰里",438.918095622352,198.020057443858,0.163,2175717,1293,798,1534,4132,0.0143,0.1358,0.4032,0.4468,0.196,0.159,0.802,0.004,0,0,0.38,0.699,0.066,0.008,0.176,0.082,2.5563,0.442246144893803,633.027931335467,0.85,0.9858,0.1501,0.367446393762183,924.301656920078,1387,0.000487329434697856,0,0,3,0
