"","市","區","里","count"
"1259","臺北市","中正區","新營里",86
"1260","臺北市","中正區","龍光里",147
"1261","臺北市","內湖區","大湖里",12
"1262","臺北市","內湖區","東湖里",364
"1263","臺北市","內湖區","金龍里",124
"1264","臺北市","內湖區","西安里",1
"1265","臺北市","內湖區","五分里",39
"1266","臺北市","內湖區","內湖里",2
"1267","臺北市","內湖區","石潭里",42
"1268","臺北市","內湖區","安泰里",19
"1269","臺北市","內湖區","行善里",84
"1270","臺北市","內湖區","西康里",27
"1271","臺北市","內湖區","西湖里",54
"1272","臺北市","內湖區","秀湖里",8
"1273","臺北市","內湖區","明湖里",241
"1274","臺北市","內湖區","清白里",56
"1275","臺北市","內湖區","港富里",58
"1276","臺北市","內湖區","港華里",234
"1277","臺北市","內湖區","港墘里",115
"1278","臺北市","內湖區","湖元里",24
"1279","臺北市","內湖區","湖濱里",576
"1280","臺北市","內湖區","紫星里",67
"1281","臺北市","內湖區","紫陽里",191
"1282","臺北市","內湖區","週美里",2
"1283","臺北市","內湖區","寶湖里",750
"1284","臺北市","內湖區","蘆洲里",4
"1285","臺北市","文山區","木柵里",62
"1286","臺北市","文山區","木新里",3
"1287","臺北市","文山區","老泉里",2
"1288","臺北市","文山區","忠順里",82
"1289","臺北市","文山區","明義里",268
"1290","臺北市","文山區","指南里",85
"1291","臺北市","文山區","政大里",9
"1292","臺北市","文山區","博嘉里",17
"1293","臺北市","文山區","景仁里",375
"1294","臺北市","文山區","景行里",88
"1295","臺北市","文山區","景東里",132
"1296","臺北市","文山區","景華里",67
"1297","臺北市","文山區","景慶里",14
"1298","臺北市","文山區","萬年里",16
"1299","臺北市","文山區","萬有里",7
"1300","臺北市","文山區","萬和里",3
"1301","臺北市","文山區","萬芳里",5
"1302","臺北市","文山區","萬美里",4
"1303","臺北市","文山區","萬盛里",24
"1304","臺北市","文山區","萬興里",55
"1305","臺北市","文山區","試院里",30
"1306","臺北市","文山區","樟新里",23
"1307","臺北市","文山區","樟腳里",293
"1308","臺北市","文山區","興光里",16
"1309","臺北市","文山區","興安里",117
"1310","臺北市","文山區","興邦里",515
"1311","臺北市","文山區","興旺里",44
"1312","臺北市","文山區","興家里",1
"1313","臺北市","文山區","興泰里",106
"1314","臺北市","文山區","興得里",1
"1315","臺北市","文山區","興業里",1
"1316","臺北市","文山區","樟林里",4
"1317","臺北市","文山區","興豐里",2
"1318","臺北市","北投區","大同里",45
"1319","臺北市","北投區","中央里",65
"1320","臺北市","北投區","文林里",163
"1321","臺北市","北投區","吉慶里",38
"1322","臺北市","北投區","秀山里",1
"1323","臺北市","北投區","長安里",195
"1324","臺北市","北投區","裕民里",143
"1325","臺北市","北投區","一德里",273
"1326","臺北市","北投區","八仙里",170
"1327","臺北市","北投區","中心里",169
"1328","臺北市","北投區","中庸里",9
"1329","臺北市","北投區","永和里",21
"1330","臺北市","北投區","永欣里",193
"1331","臺北市","北投區","石牌里",61
"1332","臺北市","北投區","立農里",105
"1333","臺北市","北投區","立賢里",5
"1334","臺北市","北投區","奇岩里",75
"1335","臺北市","北投區","東華里",6
"1336","臺北市","北投區","林泉里",10
"1337","臺北市","北投區","建民里",150
"1338","臺北市","北投區","泉源里",18
"1339","臺北市","北投區","洲美里",5
"1340","臺北市","北投區","振華里",15
"1341","臺北市","北投區","桃源里",9
"1342","臺北市","北投區","清江里",88
"1343","臺北市","北投區","尊賢里",64
"1344","臺北市","北投區","智仁里",2
"1345","臺北市","北投區","湖山里",7
"1346","臺北市","北投區","湖田里",14
"1347","臺北市","北投區","開明里",64
"1348","臺北市","北投區","溫泉里",5
"1349","臺北市","北投區","榮華里",4
"1350","臺北市","北投區","稻香里",20
"1351","臺北市","北投區","關渡里",86
"1352","臺北市","松山區","中正里",457
"1353","臺北市","松山區","安平里",1351
"1354","臺北市","松山區","慈祐里",1368
"1355","臺北市","松山區","莊敬里",99
"1356","臺北市","松山區","新東里",70
"1357","臺北市","松山區","中崙里",1
"1358","臺北市","松山區","民福里",171
"1359","臺北市","松山區","吉仁里",98
"1360","臺北市","松山區","吉祥里",179
"1361","臺北市","松山區","東昌里",587
"1362","臺北市","松山區","東榮里",40
"1363","臺北市","松山區","松基里",127
"1364","臺北市","松山區","美仁里",55
"1365","臺北市","松山區","富泰里",1
"1366","臺北市","松山區","復建里",166
"1367","臺北市","松山區","復勢里",1
"1368","臺北市","松山區","敦化里",39
"1369","臺北市","松山區","新益里",92
"1370","臺北市","松山區","新聚里",1
"1371","臺北市","松山區","鵬程里",204
"1372","臺北市","信義區","五常里",1
"1373","臺北市","信義區","六合里",3
"1374","臺北市","信義區","景新里",609
"1375","臺北市","信義區","嘉興里",82
"1376","臺北市","信義區","大仁里",69
"1377","臺北市","信義區","大道里",99
"1378","臺北市","信義區","中坡里",171
"1379","臺北市","信義區","四育里",155
"1380","臺北市","信義區","正和里",29
"1381","臺北市","信義區","安康里",622
"1382","臺北市","信義區","西村里",14
"1383","臺北市","信義區","松光里",1
"1384","臺北市","信義區","長春里",1
"1385","臺北市","信義區","泰和里",644
"1386","臺北市","信義區","富台里",443
"1387","臺北市","信義區","敦厚里",532
"1388","臺北市","信義區","雅祥里",575
"1389","臺北市","信義區","新仁里",202
"1390","臺北市","信義區","黎平里",65
"1391","臺北市","信義區","黎安里",135
"1392","臺北市","信義區","黎忠里",1
"1393","臺北市","信義區","黎順里",104
"1394","臺北市","信義區","興隆里",57
"1395","臺北市","信義區","興雅里",666
"1396","臺北市","南港區","九如里",1
"1397","臺北市","南港區","成福里",105
"1398","臺北市","南港區","南港里",133
"1399","臺北市","南港區","重陽里",12
"1400","臺北市","南港區","萬福里",233
"1401","臺北市","南港區","百福里",92
"1402","臺北市","南港區","三重里",129
"1403","臺北市","南港區","中南里",17
"1404","臺北市","南港區","中研里",109
"1405","臺北市","南港區","玉成里",29
"1406","臺北市","南港區","合成里",64
"1407","臺北市","南港區","西新里",11
"1408","臺北市","南港區","東明里",159
"1409","臺北市","南港區","東新里",20
"1410","臺北市","南港區","新光里",65
"1411","臺北市","南港區","聯成里",1
"1412","臺北市","南港區","舊莊里",49
"1413","臺北市","萬華區","仁德里",890
"1414","臺北市","萬華區","和平里",69
"1415","臺北市","萬華區","青山里",321
"1416","臺北市","萬華區","新和里",261
"1417","臺北市","萬華區","福星里",324
"1418","臺北市","萬華區","雙園里",54
"1419","臺北市","萬華區","富民里",104
"1420","臺北市","萬華區","日祥里",68
"1421","臺北市","萬華區","日善里",31
"1422","臺北市","萬華區","全德里",534
"1423","臺北市","萬華區","西門里",338
"1424","臺北市","萬華區","和德里",485
"1425","臺北市","萬華區","忠德里",190
"1426","臺北市","萬華區","保德里",61
"1427","臺北市","萬華區","菜園里",284
"1428","臺北市","萬華區","新忠里",139
"1429","臺北市","萬華區","新起里",861
"1430","臺北市","萬華區","榮德里",38
"1431","臺北市","萬華區","福音里",747
"1432","臺北市","萬華區","糖<U+5ECD>里",93
"1433","臺北市","萬華區","錦德里",146
